Age	Own.Home.	Num.Children	Income	Sex	Total.Wealth	Other.Gifts	Number.of.Gifts	Smallest.Gift	Largest.Gift	Previous.Gift	Time.Between.Gifts	Average.Gift	Current.Gift	Sqrt.Smallest.Gift	Sqrt.Largest.Gift	Sqrt.Previous.Gift	Sqrt.Average.Gift	Sqrt.Current.Gift
63	H	0	5	F	5	2	7	5	11	5	7	6.43	5	2.23606797749979	3.3166247903554	2.23606797749979	2.53574446662119	2.23606797749979
70	U	0	4	F	0	0	9	5	7	5	2	5.44	5	2.23606797749979	2.64575131106459	2.23606797749979	2.33238075793812	2.23606797749979
73	U	0	2	F	0	0	29	3	10	10	4	5.66	5	1.73205080756888	3.16227766016838	3.16227766016838	2.37907545067406	2.23606797749979
26	H	2	4	F	6	0	1	15	15	15	7	15	5	3.87298334620742	3.87298334620742	3.87298334620742	3.87298334620742	2.23606797749979
58	U	1	4	F	5	0	6	0	10	5	0	7.17	5	0	3.16227766016838	2.23606797749979	2.67768556779918	2.23606797749979
56	H	0	4	M	1	0	8	10	50	40	5	27.25	5	3.16227766016838	7.07106781186548	6.32455532033676	5.22015325445528	2.23606797749979
93	H	0	4	F	7	9	7	5	5	5	2	5	5	2.23606797749979	2.23606797749979	2.23606797749979	2.23606797749979	2.23606797749979
75	H	0	1	M	9	0	30	0	8	5	10	5.08	5	0	2.82842712474619	2.23606797749979	2.25388553391693	2.23606797749979
87	H	0	1	F	3	0	21	3	6	5	13	4.48	5	1.73205080756888	2.44948974278318	2.23606797749979	2.11660104885167	2.23606797749979
70	H	0	6	M	6	5	3	10	20	20	4	13.33	5	3.16227766016838	4.47213595499958	4.47213595499958	3.65102725270574	2.23606797749979
68	H	0	6	M	0	1	41	1	5	2	3	2.46	5	1	2.23606797749979	1.4142135623731	1.56843871413581	2.23606797749979
33	H	0	4	M	3	0	20	2	5	5	3	4.2	5	1.4142135623731	2.23606797749979	2.23606797749979	2.04939015319192	2.23606797749979
72	H	0	4	F	6	49	7	2	5	5	15	4.14	5	1.4142135623731	2.23606797749979	2.23606797749979	2.03469899493758	2.23606797749979
72	H	0	4	F	7	2	17	0	12	0	7	7.76	5	0	3.46410161513775	0	2.78567765543682	2.23606797749979
79	H	0	2	F	5	9	19	3	9	6	4	5.05	5	1.73205080756888	3	2.44948974278318	2.24722050542442	2.23606797749979
68	H	0	3	F	9	15	9	3	7	6	4	5.22	5	1.73205080756888	2.64575131106459	2.44948974278318	2.28473193175917	2.23606797749979
64	U	0	1	F	2	0	7	5	15	13	2	9.71	5	2.23606797749979	3.87298334620742	3.60555127546399	3.11608729017658	2.23606797749979
74	H	0	1	F	4	0	9	3	12	3	14	8	5	1.73205080756888	3.46410161513775	1.73205080756888	2.82842712474619	2.23606797749979
71	H	0	2	F	9	19	11	3	25	10	7	10.97	5	1.73205080756888	5	3.16227766016838	3.31209903233584	2.23606797749979
50	U	0	1	M	8	0	8	5	9	5	5	6.13	5	2.23606797749979	3	2.23606797749979	2.47588368062799	2.23606797749979
56	H	0	7	M	5	0	5	5	20	5	24	10	5	2.23606797749979	4.47213595499958	2.23606797749979	3.16227766016838	2.23606797749979
58	U	0	5	F	4	0	19	1	5	2.5	14	2.32	5	1	2.23606797749979	1.58113883008419	1.52315462117278	2.23606797749979
74	U	0	2	F	6	0	18	1.5	10	10	4	6.25	5	1.22474487139159	3.16227766016838	3.16227766016838	2.5	2.23606797749979
54	H	0	4	F	0	11	15	1	7	7	5	3.8	5	1	2.64575131106459	2.64575131106459	1.94935886896179	2.23606797749979
74	H	0	1	F	7	2	8	3	5	5	1	4.25	5	1.73205080756888	2.23606797749979	2.23606797749979	2.06155281280883	2.23606797749979
68	H	0	2	F	1	0	43	3	6	5	2	4.3	5	1.73205080756888	2.44948974278318	2.23606797749979	2.07364413533277	2.23606797749979
49	H	0	1	F	8	0	8	3	7	7	3	5.25	5	1.73205080756888	2.64575131106459	2.64575131106459	2.29128784747792	2.23606797749979
80	H	0	1	F	2	0	20	3	7	5	2	5.05	5	1.73205080756888	2.64575131106459	2.23606797749979	2.24722050542442	2.23606797749979
53	U	0	4	F	6	4	33	5	10	5	5	5.27	5	2.23606797749979	3.16227766016838	2.23606797749979	2.2956480566498	2.23606797749979
67	H	0	1	F	8	0	18	2	15	10	3	8.28	5	1.4142135623731	3.87298334620742	3.16227766016838	2.87749891398763	2.23606797749979
48	H	0	4	M	7	0	14	3	15	15	7	6.71	5	1.73205080756888	3.87298334620742	3.87298334620742	2.59036676939772	2.23606797749979
65	H	0	1	F	1	2	10	3	8	5	10	5.6	5	1.73205080756888	2.82842712474619	2.23606797749979	2.36643191323985	2.23606797749979
85	H	0	2	M	0	20	24	2	6	5	3	4	5	1.4142135623731	2.44948974278318	2.23606797749979	2	2.23606797749979
75	U	0	2	F	0	13	32	1	7	5	3	3.06	5	1	2.64575131106459	2.23606797749979	1.74928556845359	2.23606797749979
62	U	0	2	F	3	0	18	2.5	7	5	10	5.81	5	1.58113883008419	2.64575131106459	2.23606797749979	2.41039415863879	2.23606797749979
62	H	0	1	F	4	0	18	2	10	5	5	5.61	5	1.4142135623731	3.16227766016838	2.23606797749979	2.3685438564654	2.23606797749979
44	H	0	6	F	6	13	16	3	12	8	2	7.69	5	1.73205080756888	3.46410161513775	2.82842712474619	2.77308492477241	2.23606797749979
60	H	0	5	F	7	1	20	3	10	10	7	5.1	5	1.73205080756888	3.16227766016838	3.16227766016838	2.25831795812724	2.23606797749979
62	H	0	6	F	5	0	14	6	25	18	10	13.14	5	2.44948974278318	5	4.24264068711928	3.62491379207837	2.23606797749979
72	U	0	2	M	0	0	14	3	10	10	8	5.86	5	1.73205080756888	3.16227766016838	3.16227766016838	2.42074368738204	2.23606797749979
45	U	0	5	F	9	0	13	2	11	9	1	8.23	5	1.4142135623731	3.3166247903554	3	2.86879765755621	2.23606797749979
86	U	0	1	F	0	1	22	3	6	5	5	4.5	5	1.73205080756888	2.44948974278318	2.23606797749979	2.12132034355964	2.23606797749979
70	U	0	1	F	1	0	18	3	7	5	1	4.5	5	1.73205080756888	2.64575131106459	2.23606797749979	2.12132034355964	2.23606797749979
55	U	0	2	M	7	0	33	3	10	3	5	4.85	5	1.73205080756888	3.16227766016838	1.73205080756888	2.20227155455452	2.23606797749979
67	U	0	5	F	5	7	2	5	15	15	10	10	5	2.23606797749979	3.87298334620742	3.87298334620742	3.16227766016838	2.23606797749979
77	H	0	2	F	4	8	6	3	10	5	2	4.83	5	1.73205080756888	3.16227766016838	2.23606797749979	2.19772609758359	2.23606797749979
54	H	0	4	M	7	0	17	0.07	11	10	4	6.83	5	0.264575131106459	3.3166247903554	3.16227766016838	2.6134268690744	2.23606797749979
65	U	0	5	M	3	22	18	3	8	3	4	5.06	5	1.73205080756888	2.82842712474619	1.73205080756888	2.2494443758404	2.23606797749979
78	H	0	1	M	7	0	28	3	15	5	5	5.32	5	1.73205080756888	3.87298334620742	2.23606797749979	2.30651251893416	2.23606797749979
55	H	0	4	F	4	17	42	3	8	5	4	5.29	5	1.73205080756888	2.82842712474619	2.23606797749979	2.3	2.23606797749979
51	H	3	7	M	3	0	15	3	5	5	12	4.87	5	1.73205080756888	2.23606797749979	2.23606797749979	2.20680764907139	2.23606797749979
75	H	0	2	M	2	1	17	2	7	5	5	4.76	5	1.4142135623731	2.64575131106459	2.23606797749979	2.18174242292714	2.23606797749979
90	H	0	2	M	0	1	24	3	9	9	7	6.21	5	1.73205080756888	3	3	2.49198715887542	2.23606797749979
58	U	0	1	F	2	0	15	5	9	5	12	6.73	5	2.23606797749979	3	2.23606797749979	2.59422435421457	2.23606797749979
55	H	0	2	F	0	9	18	2	6	2	3	4.17	5	1.4142135623731	2.44948974278318	1.4142135623731	2.04205778566621	2.23606797749979
70	H	0	1	M	3	1	20	2	7	6	15	4.8	5	1.4142135623731	2.64575131106459	2.44948974278318	2.19089023002066	2.23606797749979
58	H	0	5	M	8	0	14	3	12	10	5	7.64	5	1.73205080756888	3.46410161513775	3.16227766016838	2.76405499221705	2.23606797749979
87	U	0	2	F	9	0	29	3	8	6	8	5.45	5	1.73205080756888	2.82842712474619	2.44948974278318	2.33452350598575	2.23606797749979
52	U	0	1	F	4	0	19	3	7	6	3	5.11	5	1.73205080756888	2.64575131106459	2.44948974278318	2.26053091109146	2.23606797749979
74	U	0	2	M	1	0	13	3	7	5	28	5	5	1.73205080756888	2.64575131106459	2.23606797749979	2.23606797749979	2.23606797749979
82	H	0	2	M	6	14	18	1	10	10	9	6.72	5	1	3.16227766016838	3.16227766016838	2.59229627936314	2.23606797749979
67	U	0	1	F	4	0	26	2	5	5	3	3.58	5	1.4142135623731	2.23606797749979	2.23606797749979	1.89208879284245	2.23606797749979
65	H	0	5	M	7	1	23	3	13	5	6	4.65	5	1.73205080756888	3.60555127546399	2.23606797749979	2.15638586528478	2.23606797749979
52	U	0	4	F	9	0	13	5	15	10	26	9	5	2.23606797749979	3.87298334620742	3.16227766016838	3	2.23606797749979
78	U	0	2	F	2	0	18	2	7	3	9	3.44	5	1.4142135623731	2.64575131106459	1.73205080756888	1.85472369909914	2.23606797749979
83	U	0	1	M	0	3	18	2	8	6	1	5.56	5	1.4142135623731	2.82842712474619	2.44948974278318	2.35796522451032	2.23606797749979
70	H	0	1	M	4	0	18	3	6	6	2	4.56	5	1.73205080756888	2.44948974278318	2.44948974278318	2.13541565040626	2.23606797749979
87	H	0	1	M	3	4	16	3	10	10	6	5.94	5	1.73205080756888	3.16227766016838	3.16227766016838	2.43721152139079	2.23606797749979
36	U	0	1	M	3	0	16	4	10	10	9	7.5	5	2	3.16227766016838	3.16227766016838	2.73861278752583	2.23606797749979
30	H	0	4	F	8	0	1	20	20	20	0	20	5	4.47213595499958	4.47213595499958	4.47213595499958	4.47213595499958	2.23606797749979
61	H	0	2	F	5	35	14	5	10	5	10	6.07	5	2.23606797749979	3.16227766016838	2.23606797749979	2.46373699895098	2.23606797749979
60	U	0	1	F	9	0	7	3	25	3	2	15.29	5	1.73205080756888	5	1.73205080756888	3.91024295920343	2.23606797749979
83	H	0	3	F	8	13	18	2	6	5	26	4.44	5	1.4142135623731	2.44948974278318	2.23606797749979	2.10713075057055	2.23606797749979
73	H	0	1	F	9	0	9	3	5	5	9	4.11	5	1.73205080756888	2.23606797749979	2.23606797749979	2.02731349327133	2.23606797749979
68	U	0	4	F	1	15	10	2	15	15	4	6.7	5	1.4142135623731	3.87298334620742	3.87298334620742	2.58843582110896	2.23606797749979
80	H	0	2	F	1	1	14	2	5	5	7	3.36	5	1.4142135623731	2.23606797749979	2.23606797749979	1.83303027798234	2.23606797749979
66	H	0	5	F	7	25	21	3	5	5	5	4.81	5	1.73205080756888	2.23606797749979	2.23606797749979	2.19317121994613	2.23606797749979
70	U	0	2	M	4	0	55	2	10	5	6	5.23	5	1.4142135623731	3.16227766016838	2.23606797749979	2.28691932520585	2.23606797749979
68	H	0	3	M	2	0	18	3	13	5	26	7.33	5	1.73205080756888	3.60555127546399	2.23606797749979	2.70739727413618	2.23606797749979
81	H	0	1	F	5	0	11	3	11	9	2	7.2	5	1.73205080756888	3.3166247903554	3	2.68328157299975	2.23606797749979
56	H	0	7	M	4	10	15	1	5	5	2	4	5	1	2.23606797749979	2.23606797749979	2	2.23606797749979
69	H	0	7	M	8	15	27	5	7	5	4	5.07	5	2.23606797749979	2.64575131106459	2.23606797749979	2.25166604983954	2.23606797749979
84	U	0	4	M	7	0	23	3	6	5	7	4.91	5	1.73205080756888	2.44948974278318	2.23606797749979	2.21585198061603	2.23606797749979
69	H	0	3	F	7	0	38	3	6	5	3	4.97	5	1.73205080756888	2.44948974278318	2.23606797749979	2.2293496809608	2.23606797749979
58	H	0	4	M	6	2	11	3	5	5	3	4.45	5	1.73205080756888	2.23606797749979	2.23606797749979	2.1095023109729	2.23606797749979
63	H	0	5	M	8	0	6	5	7	7	6	5.33	5	2.23606797749979	2.64575131106459	2.64575131106459	2.30867927612304	2.23606797749979
78	U	0	4	F	6	0	9	3	6	6	1	4.67	5	1.73205080756888	2.44948974278318	2.44948974278318	2.16101827849743	2.23606797749979
84	H	0	2	M	0	5	18	7	15	10	10	11.5	5	2.64575131106459	3.87298334620742	3.16227766016838	3.39116499156263	2.23606797749979
67	H	0	2	M	1	0	35	5	10	5	10	5.63	5	2.23606797749979	3.16227766016838	2.23606797749979	2.37276210354093	2.23606797749979
59	H	0	7	M	3	13	15	3	13	10	5	9	5	1.73205080756888	3.60555127546399	3.16227766016838	3	2.23606797749979
81	H	0	5	M	9	16	7	5	20	10	8	12.71	5	2.23606797749979	4.47213595499958	3.16227766016838	3.56510869399518	2.23606797749979
49	U	0	1	F	1	0	15	1	12	6	14	8.47	5	1	3.46410161513775	2.44948974278318	2.91032644217105	2.23606797749979
78	U	0	1	F	4	0	30	5	10	6	6	5.77	5	2.23606797749979	3.16227766016838	2.44948974278318	2.40208242989286	2.23606797749979
63	H	0	1	F	9	0	27	3	5	5	5	3.22	5	1.73205080756888	2.23606797749979	2.23606797749979	1.79443584449264	2.23606797749979
43	H	0	5	F	7	3	14	5	10	5	11	5.64	5	2.23606797749979	3.16227766016838	2.23606797749979	2.37486841740758	2.23606797749979
73	H	0	1	F	2	4	17	1	5	5	15	3.41	5	1	2.23606797749979	2.23606797749979	1.84661853126194	2.23606797749979
79	H	0	4	F	4	0	20	5	20	20	7	10.6	5	2.23606797749979	4.47213595499958	4.47213595499958	3.25576411921994	2.23606797749979
48	H	0	5	M	8	6	16	2	7	7	2	4.88	5	1.4142135623731	2.64575131106459	2.64575131106459	2.20907220343745	2.23606797749979
72	U	0	1	M	1	0	23	3	8	7	4	5.96	5	1.73205080756888	2.82842712474619	2.64575131106459	2.44131112314674	2.23606797749979
70	H	0	3	M	1	0	17	2	5	5	27	4.18	5	1.4142135623731	2.23606797749979	2.23606797749979	2.04450483002609	2.23606797749979
38	H	0	5	M	8	2	21	3	12	12	4	6.24	5	1.73205080756888	3.46410161513775	3.46410161513775	2.49799919935936	2.23606797749979
72	H	0	1	F	7	0	7	5	12	5	1	6.57	5	2.23606797749979	3.46410161513775	2.23606797749979	2.56320112359526	2.23606797749979
54	U	0	1	M	2	0	16	2	10	2	6	4.44	5	1.4142135623731	3.16227766016838	1.4142135623731	2.10713075057055	2.23606797749979
74	H	0	3	F	1	0	21	10	20	10	5	10.76	5	3.16227766016838	4.47213595499958	3.16227766016838	3.28024389337134	2.23606797749979
65	H	0	1	M	8	0	15	3	7	7	6	5.27	5	1.73205080756888	2.64575131106459	2.64575131106459	2.2956480566498	2.23606797749979
22	H	1	6	M	8	7	16	3	20	10	20	8.94	5	1.73205080756888	4.47213595499958	3.16227766016838	2.98998327754521	2.23606797749979
66	U	0	1	F	6	0	7	3	5	5	6	3.71	5	1.73205080756888	2.23606797749979	2.23606797749979	1.92613602842582	2.23606797749979
75	U	0	1	M	6	0	10	15	42	36	12	28.6	5	3.87298334620742	6.48074069840786	6	5.34789678284837	2.23606797749979
58	H	0	7	M	8	6	26	3	24	24	6	6.27	5	1.73205080756888	4.89897948556636	4.89897948556636	2.50399680510978	2.23606797749979
72	U	0	2	F	3	20	26	1	10	3	22	4.92	5	1	3.16227766016838	1.73205080756888	2.21810730128188	2.23606797749979
79	H	2	6	M	5	1	16	2	10	5	13	5.25	5	1.4142135623731	3.16227766016838	2.23606797749979	2.29128784747792	2.23606797749979
46	H	0	5	F	2	0	7	5	10	10	4	6	5	2.23606797749979	3.16227766016838	3.16227766016838	2.44948974278318	2.23606797749979
84	U	0	6	F	3	1	31	1	10	3	2	3.52	5	1	3.16227766016838	1.73205080756888	1.87616630392937	2.23606797749979
52	H	0	6	F	6	40	14	2	12	10	14	5.07	5	1.4142135623731	3.46410161513775	3.16227766016838	2.25166604983954	2.23606797749979
66	H	0	4	M	2	12	21	2	7	3	3	5.29	5	1.4142135623731	2.64575131106459	1.73205080756888	2.3	2.23606797749979
67	H	0	1	M	7	0	7	10	32	32	8	23.57	5	3.16227766016838	5.65685424949238	5.65685424949238	4.85489443757534	2.23606797749979
60	U	0	1	F	5	0	19	2	12	10	4	6.63	5	1.4142135623731	3.46410161513775	3.16227766016838	2.57487863791675	2.23606797749979
58	H	2	2	M	7	11	7	3	7	7	4	5.29	5	1.73205080756888	2.64575131106459	2.64575131106459	2.3	2.23606797749979
67	U	0	4	M	8	0	30	2	12	5	8	4.83	5	1.4142135623731	3.46410161513775	2.23606797749979	2.19772609758359	2.23606797749979
44	U	0	4	F	2	1	1	15	15	15	5	15	5	3.87298334620742	3.87298334620742	3.87298334620742	3.87298334620742	2.23606797749979
73	H	0	5	F	7	27	11	3	7	5	4	5.09	5	1.73205080756888	2.64575131106459	2.23606797749979	2.2561028345357	2.23606797749979
94	U	0	2	F	7	0	13	5	7	5	10	5.38	5	2.23606797749979	2.64575131106459	2.23606797749979	2.31948270094864	2.23606797749979
76	H	0	5	M	8	8	18	5	25	10	3	15.56	5	2.23606797749979	5	3.16227766016838	3.9446165846632	2.23606797749979
64	H	0	6	F	8	5	13	5	12	12	9	9.31	5	2.23606797749979	3.46410161513775	3.46410161513775	3.05122926047847	2.23606797749979
88	U	0	2	F	6	0	14	2	5	5	3	3.29	5	1.4142135623731	2.23606797749979	2.23606797749979	1.81383571472171	2.23606797749979
70	H	0	1	F	9	0	4	2	10	5	14	5.5	5	1.4142135623731	3.16227766016838	2.23606797749979	2.34520787991171	2.23606797749979
39	H	1	5	F	7	1	33	3	10	5	4	5.48	5	1.73205080756888	3.16227766016838	2.23606797749979	2.34093998214392	2.23606797749979
69	H	0	1	M	0	0	11	3	12	11	2	9.55	5	1.73205080756888	3.46410161513775	3.3166247903554	3.09030742807249	2.23606797749979
73	U	0	4	M	4	19	12	3	10	6	6	6.42	5	1.73205080756888	3.16227766016838	2.44948974278318	2.53377189186399	2.23606797749979
78	H	0	3	F	6	0	13	5	12	9	3	7.23	5	2.23606797749979	3.46410161513775	3	2.68886593194975	2.23606797749979
50	H	0	4	F	7	0	10	5	13	11	13	9.8	5	2.23606797749979	3.60555127546399	3.3166247903554	3.13049516849971	2.23606797749979
54	U	0	6	M	1	0	43	0.03	12	10	4	8.37	5	0.173205080756888	3.46410161513775	3.16227766016838	2.89309522829789	2.23606797749979
68	H	0	2	F	0	0	7	4	8	5	2	5.43	5	2	2.82842712474619	2.23606797749979	2.33023603954621	2.23606797749979
75	U	0	2	M	1	9	46	2	10	5	7	5.2	5	1.4142135623731	3.16227766016838	2.23606797749979	2.28035085019828	2.23606797749979
72	U	0	1	F	8	0	11	5	6	5	1	5.09	5	2.23606797749979	2.44948974278318	2.23606797749979	2.2561028345357	2.23606797749979
70	H	0	1	F	5	0	14	5	25	5	6	6.93	5	2.23606797749979	5	2.23606797749979	2.63248931621764	2.23606797749979
63	H	0	3	F	5	13	39	2	6	5	0	4.42	5	1.4142135623731	2.44948974278318	2.23606797749979	2.10237960416286	2.23606797749979
57	H	0	4	M	5	7	9	3	10	10	2	5.78	5	1.73205080756888	3.16227766016838	3.16227766016838	2.40416305603426	2.23606797749979
53	U	0	3	F	9	0	8	2	15	15	0	5.63	5	1.4142135623731	3.87298334620742	3.87298334620742	2.37276210354093	2.23606797749979
74	U	0	1	F	7	0	20	3	6	4	6	3.6	5	1.73205080756888	2.44948974278318	2	1.89736659610103	2.23606797749979
67	U	0	1	F	9	0	9	3	10	10	5	5.22	5	1.73205080756888	3.16227766016838	3.16227766016838	2.28473193175917	2.23606797749979
53	H	0	5	M	8	4	14	5	10	5	27	7.86	5	2.23606797749979	3.16227766016838	2.23606797749979	2.80356915377524	2.23606797749979
80	U	0	1	F	9	0	52	3	10	5	2	4.75	5	1.73205080756888	3.16227766016838	2.23606797749979	2.17944947177034	2.23606797749979
67	H	0	6	F	1	0	43	3	10	5	6	6.16	5	1.73205080756888	3.16227766016838	2.23606797749979	2.48193472919817	2.23606797749979
62	H	1	5	F	6	0	12	3	13	13	8	8.92	5	1.73205080756888	3.60555127546399	3.60555127546399	2.98663690461362	2.23606797749979
36	H	1	6	F	9	1	8	3	6	6	4	5.13	5	1.73205080756888	2.44948974278318	2.44948974278318	2.26495033058122	2.23606797749979
78	H	0	1	M	6	0	27	3	8	5	4	5.52	5	1.73205080756888	2.82842712474619	2.23606797749979	2.34946802489415	2.23606797749979
89	H	0	5	F	5	0	14	3	7	7	12	4.57	5	1.73205080756888	2.64575131106459	2.64575131106459	2.1377558326432	2.23606797749979
57	U	0	1	M	9	0	9	2	6	3	7	4.56	5	1.4142135623731	2.44948974278318	1.73205080756888	2.13541565040626	2.23606797749979
53	U	0	2	M	8	4	39	2	10	10	7	4.1	5	1.4142135623731	3.16227766016838	3.16227766016838	2.02484567313166	2.23606797749979
75	H	0	3	M	2	1	1	15	15	15	8	15	5	3.87298334620742	3.87298334620742	3.87298334620742	3.87298334620742	2.23606797749979
35	H	0	6	F	6	1	13	2	7	5	2	4.62	5	1.4142135623731	2.64575131106459	2.23606797749979	2.14941852602047	2.23606797749979
59	H	0	4	F	6	2	14	2	10	3	3	5.14	5	1.4142135623731	3.16227766016838	1.73205080756888	2.26715680975093	2.23606797749979
77	H	0	1	M	7	1	30	3	6	4	5	3.97	5	1.73205080756888	2.44948974278318	2	1.99248588451713	2.23606797749979
64	H	0	2	F	7	2	20	3	6	5	3	4.35	5	1.73205080756888	2.44948974278318	2.23606797749979	2.08566536146142	2.23606797749979
47	H	0	1	F	8	0	19	5	10	10	3	7.42	5	2.23606797749979	3.16227766016838	3.16227766016838	2.72396769437525	2.23606797749979
86	H	0	1	M	8	0	15	2	7	5	3	4.27	5	1.4142135623731	2.64575131106459	2.23606797749979	2.06639783197718	2.23606797749979
89	H	0	1	F	6	0	25	3	7	7	3	5.08	5	1.73205080756888	2.64575131106459	2.64575131106459	2.25388553391693	2.23606797749979
80	U	0	2	M	1	0	27	3	6	5	7	4.04	5	1.73205080756888	2.44948974278318	2.23606797749979	2.00997512422418	2.23606797749979
66	H	1	4	F	7	0	13	3	6	5	24	4.92	5	1.73205080756888	2.44948974278318	2.23606797749979	2.21810730128188	2.23606797749979
53	U	0	1	F	7	0	12	3	6	6	5	4.17	5	1.73205080756888	2.44948974278318	2.44948974278318	2.04205778566621	2.23606797749979
77	H	0	2	M	9	8	9	1.5	10	5	3	4.28	5	1.22474487139159	3.16227766016838	2.23606797749979	2.06881608655772	2.23606797749979
62	H	0	5	F	9	0	8	3	12	8	5	5.25	5	1.73205080756888	3.46410161513775	2.82842712474619	2.29128784747792	2.23606797749979
48	H	0	5	M	7	1	14	3	20	5	9	6.43	5	1.73205080756888	4.47213595499958	2.23606797749979	2.53574446662119	2.23606797749979
62	H	1	5	F	4	9	6	5	10	5	4	5.83	5	2.23606797749979	3.16227766016838	2.23606797749979	2.41453929352993	2.23606797749979
56	U	0	3	F	5	0	9	5	18	10	7	11.33	5	2.23606797749979	4.24264068711928	3.16227766016838	3.36600653594137	2.23606797749979
75	H	0	1	M	0	10	20	2	5	5	2	3.6	5	1.4142135623731	2.23606797749979	2.23606797749979	1.89736659610103	2.23606797749979
53	H	0	4	F	0	1	16	2.5	13	8	11	7.59	5	1.58113883008419	3.60555127546399	2.82842712474619	2.75499546279118	2.23606797749979
40	U	0	2	F	1	0	15	3	15	5	15	8.53	5	1.73205080756888	3.87298334620742	2.23606797749979	2.92061637330205	2.23606797749979
52	H	0	4	M	3	0	6	3	6	5	3	5	5	1.73205080756888	2.44948974278318	2.23606797749979	2.23606797749979	2.23606797749979
75	U	0	1	M	8	0	17	3	9	6	2	3.82	5	1.73205080756888	3	2.44948974278318	1.95448202856921	2.23606797749979
49	H	0	5	F	9	6	14	2	17	17	8	7.71	5	1.4142135623731	4.12310562561766	4.12310562561766	2.77668867538296	2.23606797749979
74	H	0	1	F	8	0	10	5	5	5	13	5	5	2.23606797749979	2.23606797749979	2.23606797749979	2.23606797749979	2.23606797749979
76	H	0	4	M	8	6	22	5	7	5	8	5.09	5	2.23606797749979	2.64575131106459	2.23606797749979	2.2561028345357	2.23606797749979
41	U	0	1	M	8	0	4	7	11	7	7	8	5	2.64575131106459	3.3166247903554	2.64575131106459	2.82842712474619	2.23606797749979
31	U	0	2	F	4	0	8	3	7	5	2	5.13	5	1.73205080756888	2.64575131106459	2.23606797749979	2.26495033058122	2.23606797749979
80	U	0	4	M	9	0	18	5	5	5	4	5	5	2.23606797749979	2.23606797749979	2.23606797749979	2.23606797749979	2.23606797749979
74	U	0	1	F	1	14	10	2	15	15	6	7.9	5	1.4142135623731	3.87298334620742	3.87298334620742	2.81069386451104	2.23606797749979
57	H	0	6	M	5	7	39	3	8	5	6	5.33	5	1.73205080756888	2.82842712474619	2.23606797749979	2.30867927612304	2.23606797749979
45	U	0	1	M	5	0	27	3	17	8	4	6.56	5	1.73205080756888	4.12310562561766	2.82842712474619	2.56124969497314	2.23606797749979
77	H	0	1	F	2	0	14	3	15	11	11	8.71	5	1.73205080756888	3.87298334620742	3.3166247903554	2.95127091267474	2.23606797749979
76	H	1	7	F	9	2	23	5	20	10	3	10.65	5	2.23606797749979	4.47213595499958	3.16227766016838	3.26343377441614	2.23606797749979
45	H	1	5	M	7	0	29	5	15	5	5	8.79	5	2.23606797749979	3.87298334620742	2.23606797749979	2.96479341607472	2.23606797749979
80	U	0	3	M	9	0	15	2	11	10	3	7.53	5	1.4142135623731	3.3166247903554	3.16227766016838	2.74408454680245	2.23606797749979
73	U	0	1	M	6	0	16	3	15	3	3	6.75	5	1.73205080756888	3.87298334620742	1.73205080756888	2.59807621135332	2.23606797749979
81	H	0	1	F	4	0	33	1	5	5	6	3.94	5	1	2.23606797749979	2.23606797749979	1.98494332412792	2.23606797749979
63	H	0	4	F	5	5	20	2	6	6	9	3.95	5	1.4142135623731	2.44948974278318	2.44948974278318	1.98746069143518	2.23606797749979
54	U	0	5	M	7	0	10	3	7	4	8	4.5	5	1.73205080756888	2.64575131106459	2	2.12132034355964	2.23606797749979
57	H	0	6	M	9	1	11	2	15	15	3	4.55	5	1.4142135623731	3.87298334620742	3.87298334620742	2.13307290077015	2.23606797749979
62	H	0	7	M	2	1	7	2	15	15	8	6	5	1.4142135623731	3.87298334620742	3.87298334620742	2.44948974278318	2.23606797749979
50	H	1	2	F	8	0	23	5	7	5	9	5.09	5	2.23606797749979	2.64575131106459	2.23606797749979	2.2561028345357	2.23606797749979
37	U	0	3	F	0	17	1	20	20	20	1	20	5	4.47213595499958	4.47213595499958	4.47213595499958	4.47213595499958	2.23606797749979
49	H	0	1	F	9	0	26	3	10	5	2	5.35	5	1.73205080756888	3.16227766016838	2.23606797749979	2.31300670124408	2.23606797749979
82	H	0	1	F	7	0	29	3	8	5	8	5.21	5	1.73205080756888	2.82842712474619	2.23606797749979	2.28254244210267	2.23606797749979
68	H	0	5	F	6	1	23	2	10	5	6	4.35	5	1.4142135623731	3.16227766016838	2.23606797749979	2.08566536146142	2.23606797749979
29	H	0	5	F	7	0	20	2	6	5	3	5	5	1.4142135623731	2.44948974278318	2.23606797749979	2.23606797749979	2.23606797749979
41	H	0	7	F	6	19	14	5	16.59	10	3	9.69	5	2.23606797749979	4.07308237088326	3.16227766016838	3.11287648325468	2.23606797749979
88	H	0	6	M	8	0	6	5	30	30	20	21.17	5	2.23606797749979	5.47722557505166	5.47722557505166	4.60108682813094	2.23606797749979
45	U	0	2	F	8	0	12	3	10	5	7	5.83	5	1.73205080756888	3.16227766016838	2.23606797749979	2.41453929352993	2.23606797749979
70	U	0	2	F	8	3	7	3	6	5	3	5	5	1.73205080756888	2.44948974278318	2.23606797749979	2.23606797749979	2.23606797749979
60	H	0	4	F	0	0	6	5	12	5	4	8	5	2.23606797749979	3.46410161513775	2.23606797749979	2.82842712474619	2.23606797749979
